texto;sentimento
quando eu estudava no divina eu não ia muito com a tua cara, mas me aproximei de ti ano passado e tu é incrivel!!! mas desde que começou a namorar parece que se esqueceu de mim :(;Negativo
#BrazilNeedsLYTour po mano, em 5 lugar poxa :(( VAMOS SUBIR A TAG https://t.co/k39WezvJG6;Negativo
não deu :(;Negativo
ela é linda DEMAIS :( https://t.co/0D9vZmzFxd;Negativo
@LoiraNoob eu to muito orgulhosa de ti :((;Negativo
Raquel :( ela demonstrava gostar p caramba do programa fora q ganhou 2 edições do dança, tomara q ela consiga coisa muito melhor pq ela merece https://t.co/89l8Yp4DpD;Negativo
Pq vc risco seu rosto nessa foto vc é tão linda :( — pq eu so feia https://t.co/P2OkRuq19f;Negativo
falem comigo :((((((;Negativo
camila tá com carinha de cansada :(;Negativo
@aveiaalienigena jamais perdão pelo vacilo pode me denunciar se quiser :(;Negativo
mt vontade de pegar pra criar e mt fofa e linda bebeeeeee :( https://t.co/mnE4bM7RVQ;Negativo
o meu ia ta só o BR pintado :( https://t.co/FHojqFNdv4;Negativo
Alguns costumes nunca mudam e fui banido :(;Negativo
mandem-me dm, estou triste :((;Negativo
Chorando por dentro por não poder ir em 2 roles da famigerada unesp essa semana :( maldita conjuntivite estragando td os esquemas;Negativo
@qualehtsunade Aaah, Luíza compra p mim aí na moralzinha :( Te pago um salgado dps;Negativo
@Ms_coala a vai mermo? :(;Negativo
Que saudades da minha segunda mãe e das minhas irmãs :(;Negativo
eu to mortinha de sono :(;Negativo
@VagabundoImoral @churrasquemrrou @joaoaviani achei injusto &gt;:(;Negativo
af é pra uberlândia :( boa sorte pra vcs https://t.co/ug82NE0Orw;Negativo
vou assistir o #VMAs pelo celular, então não vou poder comentar galera :(;Negativo
mais um dia carente querendo uma namoradinha :(;Negativo
será que ligaram ou foram visitar a demi hj :(;Negativo
@rochaste13 você já não gosta, não vai mudar em nada :( mas eh péssima essa série em;Negativo
@igorcotinho @maisasilva KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK eu também :(;Negativo
@But1k4 mano quase ia te chamar mas n tl achando minha carteira kkkkklkkklk :(;Negativo
a :( nao acredito q vou ter q assistir esse filme de novo https://t.co/t4rgoJPOzA;Negativo
infelizmente nao tenho amizade assim :( https://t.co/2eweFmoKVc;Negativo
@moh_tensa :(( vai melhorar, prometo;Negativo
hj fiquei :( pq minha professora de português ficou mt mal com um comentário de um aluno lá da sala, no final disse q ia pedir p trocar de turma e n sei oq, no caso n quero q ela vá mas ela n tá feliz lá ent https://t.co/nXDrUkFtPF;Negativo
ela é uma princesinha :((( https://t.co/QnsgUsppXA;Negativo
@ApostoloJoaozin eu to cuidando do papis :(;Negativo
uma coisa que eu quero muito usar é contorno e iluminador, o problema é que minha pele é cheia de espinhas e manchas :( https://t.co/65koLHtEAh;Negativo
@bruagg eu não sabia, mdssss :(;Negativo
Queria tanto uma melhor amiga :(((((;Negativo
ai gente mandaram um vídeo no grupo comigo meu deus do céu é assim que a galera me ver que corpo feio o meu :(;Negativo
@yumikuris eu te amo :(;Negativo
@_daniramoss sim, mas parou de funcionar um lado :(;Negativo
@Celsindograu só saio do colégio 13:10 :( e até que horas vão ficar lá? eu arranjo um jeito de ficar lá com vocês!!;Negativo
minha mãe vai fazer aniversário amanhã e não faço ideia do que dar :(;Negativo
eu queria tanto falar com vc mas acho q vc nao gosta mt de mim :( — aaaaa que isso, pode falar sim more pode ficar tranquila q eu tenho certeza q eu gosto mt de vccc https://t.co/qeu0rlBFJ2;Negativo
@anaterezaaf eg anat :((((((( apesar de tudo entendo tb, te amo;Negativo
fazia tempo que não me empolgava de ver um filme por causa do trailer, mas o de ALFA é MUITO bonito e me cativou hoje, e ainda me identifiquei um pouco com o protagonista. só bateu uma bad que tive já tive o feeling de como vai terminar o filme :(;Negativo
eu te amo tanto meu :( @BTS_twt https://t.co/whpv49iLbQ;Negativo
eu to muito sentimental :(;Negativo
@woozioveralls obg meu bebe :( mesmo;Negativo
Eu não me reconheço mais sem óculos :(;Negativo
não quero que chegue logo o final do ano :(;Negativo
@thedrik @heloisarod Quero não senhora fiscal :(;Negativo
ninguem acredita q eu sei tocar OI MAAMME na gaita mano, sempre acham que eu estou enganando :(;Negativo
tadinho :( https://t.co/pFWTTfjeXP;Negativo
caraca eu to muito triste agora :((;Negativo
N.S - Uma guria tri e das antigas, nao vai me convidar pro xv :(, eh gatinha;Negativo
Tenho que começar a me contentar de comer um salgado só no elite, 2 por dia está me deixando pobre. 4,50 cada e nem é tão bom assim :(;Negativo
Quem são tuas amigas? — Eu não tenho :(((( https://t.co/x7rPawM0J8;Negativo
eu fui pra um grupo de Biodança hoje e não falei que era Psicóloga nem estudante de Biodança pra eu me sentir a vontade no grupo. Até que o facilitador disse essas duas coisas, percebendo que eu não ia falar. Não sei se foi bom ou se foi ruim :(;Negativo
QUEM SAO ESSAS PESSOAS NA MTV? eu só conheço a jlo e os bsb :(;Negativo
Estar falida é tão sad eu queria muito os meus bebés Nike m2k tekno :((((;Negativo
@_vlopes @jnflesch nao tem data :(;Negativo
@vini_pikachu To meio desesperada de vdd :(;Negativo
Em que Colegio estuda ? — Objetivo :( https://t.co/mF3r9Ue2UQ;Negativo
saudades era purpose :((( https://t.co/wg1VKwCRr5;Negativo
@Nina30014821 se não estiver falando de mim :((((((;Negativo
@fireniallaway siiimmm, putz kkkkkkk, mas ele iria morar no rio concerteza :(;Negativo
@mochidetails Eu te mandei uma dm, vê por favor :(;Negativo
@_maluffelix Aff, eu disse hj cedo que vc ia adoecer, vc estava quente, tomou remedio desgraça? Ta no hospital ñ né? :(;Negativo
@jnflesch Eu só queria @youmeatsix :(;Negativo
@apple_gel brigada chu :( mas to devastada;Negativo
@comvcbiazin meu amor todo :(;Negativo
Não é a “ As Long As You Love Me” I’m sad :((;Negativo
tô triste :(;Negativo
A mary morreu :(;Negativo
@porraqlegal @BigHitEnt Deu vontade de chorar :( ://;Negativo
@daanifc falando em abraçar, eu queria tanto te abraçar :(;Negativo
Tentei dormir cedo p diminuir o estresse e no final perdi o sono e tô mais estressada que antes :(;Negativo
o minnie com vergonha e a covinha do nammie aparecendo :((( https://t.co/pK5cwPtncZ;Negativo
@reasonedawn @mbbconnected @begiwxnn @94hone @reasonhyunjin @lavagrill_ @bwrned @larryprediction @huindade vc é o maior anjinho que conhece, ta sempre fazendo teu melhor e se envolvendo nas coisas ???? ta sempre se esforçando e parece q tudo o q eu nao te;Negativo
Qual o metodo ideal pra conquistar alguem como.a srta? — Sendo o luis, se não for ele, não ira me conquistar :( https://t.co/Oki7ZMyJOp;Negativo
:( vai ser removido da loja?, ja tem sua copia?, #Exgamer, #Forzahorizon https://t.co/kfVhLA7cMn https://t.co/wFqW3WH2PL;Negativo
@giovanaxds nós somos kkkkkkkkk af :(;Negativo
saudades :(((( #VMAs https://t.co/K5DjSwWA18;Negativo
alguem em da 60 reais p eu poder ir na ultra live :(;Negativo
so queria ir ver meus gato &gt;:(;Negativo
eu amo o manager das meninas :(;Negativo
@carlosed_18 Tava vendo o jogo do Vasco, e empatou :( estamos perto do rebaixamento...;Negativo
eles devem estar sentindo tanta saudade da demi :(;Negativo
@d_msoares KKKKKKKKKKKKKKKK minha mãe n quer que eu vá pro cotil :(;Negativo
essa é definitivamente a foto mais bonita do hyojin :( https://t.co/It6n3gwv82;Negativo
@tambosi__ Ahhhhh, eu tbm quero Pq ngm nunca me chama para as calls? Eu sou de Manaus tbm :(;Negativo
Eeuuuu Nnn NamOorooo Nnn MzrAa Orr Tu Só Sabee fuder ca Vida doos OuutrOos Oorr :'( :(;Negativo
@JogosKpop Meus amores aaaa, só pq eu não tava aqui :((((;Negativo
@LoiraNoob Meu pai naoy deixa eu assistir.. :(;Negativo
queria namorar :(;Negativo
Palhaços têm piada :( https://t.co/730hRE9kNJ;Negativo
Pq eu sou assim ? :(;Negativo
@gu_amaja @ilovefofuras nao entendo :(;Negativo
@muito_cansada Ahh, entendi! Daí também não sei :( uahauahau;Negativo
@thalesdamacena Ai migo :(;Negativo
@LeoFernandes_1 Cara foda .. Em vez de continuar filmando mais .. Parou com a gravaçao pra ele ver e deixou nois no vácuo .. So foi 2 segundos :(;Negativo
@Isa_Hubner Aii, temos que dar um jeito. Só não levo pra ti pq ia derreter no caminho :(;Negativo
ela sempre me faz sentir péssima :((((;Negativo
@BTS_twt aparece to com muita saudade :((;Negativo
eu queria mt o album da capa da lua :(;Negativo
ai a fer mudou de user :( gostava tanto daquele af;Negativo
aaaa eu vou morrer de amores :( https://t.co/1eUaLrEqnU;Negativo
@iaspinheiro Morto de saudade :(;Negativo
@ffbluhm @giovannaarp1 gente nao desiste de mim :(;Negativo
Pergunta o tamanho do meu pinto :( https://t.co/oqOdwFWivi;Negativo
@jebssrevoltz Se eu conseguisse grana :(;Negativo
Larissa me trata muito mal na escola e no wpp :(;Negativo
como pode ser tao linda :( https://t.co/l7RvJiYf6a;Negativo
@Lek_Jao n foi dessa vez :( @victorcvria20;Negativo
@CarolSalvador tu me esqueceu :( não me chama p ir na tua casa;Negativo
eu amo ver as minho stans chamando ele de lino porque da uma intimidade adoravel :(;Negativo
Pessoal, muito obrigada a todo mundo que está compartilhando, mas o cachorrinho não pôde ficar na escola, e agora não sabemos mais onde ele está :( Mas obrigada pela ajuda mesmo assim! ??;Negativo
@daveneios num tenho dinheiro :( e tambem faço teatro sábado. vamo ver semestre que vem;Negativo
@adnaanjoss to com odio ja mds so queria ser nerd :(;Negativo
Tenho pena de alguns dos meus amigos não gostarem de gatos, assim não os posso convidar para a minha casa :(;Negativo
Se eu ganhasse um desse ia ser sempre preto e branco :( https://t.co/g9Cmoa0KAE;Negativo
O meu irmão secalhar amanhã não vem cá :((((;Negativo
queria marcar daniela num post de anéis mas ela excluiu o fb :(;Negativo
@hopeLeFay eu mesmo, mana :(;Negativo
prof de psicologia social pfvr falte amanhã e me deixa ter uma aulinha só pfvrrrr :(((( K;Negativo
ih nao, minha mãe acabou de me colocar de castigo :(;Negativo
meu fone faleceu :((;Negativo
eu amo vcs :( https://t.co/1pVRNY8KII;Negativo
Saudade do meu One Direction no VMA :((;Negativo
@vicssqueiroz Nem me fala..só fingem mas ngm quer de verdade :(;Negativo
@minseokstarr Para não :( ksksksks;Negativo
@PortzGustavo kkkkkkkk se fosse fácil assim :(;Negativo
@isadorascabeni simmmmmmmm meu, tu nunca mais veio pra cá :(;Negativo
O chenle é tão precioso.. me dá vontade de chorar. Eu amo tanto o meu anjinho :(;Negativo
@earthtomariana eu queria ler o livro em inglês mas não sei onde comprar :(;Negativo
@danjoonie Imagino :( só assim pro pessoal acordar um pouco pro talento dos anjos né :/;Negativo
@tuituiaa Queria :( kk;Negativo
@amandalimsss @pamelaviera_ Os dois cmg foi nesse naipe aí :(((;Negativo
@dallasporns Doeu DEMAIS ler essa thread. As vezes, eu não sei o que pensar sobre a justiça :(;Negativo
@gabsgayo eu to me sentindo melhor agr, vou tentar nao penasr sobre isso por um tempinho mas mt obrigada gabi :( mesmo mesmo se vc precisar de alguma coisa tb so mandar mensagem;Negativo
@K_Migliatt ahhhh, mas q vida sofrida viu :(;Negativo
@hestangucci ai amg eu vou ler, porra eu tenho medo que o harry nao ame o louis da mesma forma que ele amou o falecido :(;Negativo
Zolivre, amanhã tenho que me apresentar no exercito :(;Negativo
@beckydonaldsxn eiiii, tu tá bem??? tu sumiu fiquei preocupada :(??;Negativo
@cactae_ Sim,mas pior é nada :(( Nesses momentos que eu agradeço as aulas no cursin de inglês;Negativo
@Pedro_cnm @17Bob_ ok me rendi,não tenho mais argumentos :((;Negativo
@marquesjohnny @lutalivreshopbr Meu anjo! Que sentimento que eu tô! Me sentindo até culpada por sempre deixar pra comprar outra hora e outro dia e agora não tenho nada da loja! :(;Negativo
namorado bom eh o meu... nao briga nao trai nao estressa nao perturba e nem existe :(;Negativo
aaaaah ta acabando a bateria do note :(;Negativo
@casarotoju não fala isso :( MAS VC POR AQUIIIII ??;Negativo
kevin fez isso so pq sabe q eu nao entro :( https://t.co/cUZ0YJD6kH;Negativo
alguém me leva no show da camila :(;Negativo
@evandrof Seria possível me advogar nesse possível equívoco, digníssimo colega? Peço honestamente perdão pelo vacilo, se ocorreu algo, se não, desembaraçar esse equívoco. Só quero interagir com os senhores =D. Realmente não sei o que causou o block :(;Negativo
Queria namora a amg do lohran pena que ela ja webnamora :(;Negativo
@waketaetae preciso que alguém venha me colocar pra dormir :(;Negativo
@ifwallscdtalk eu posso fazer algo por voce amor? :(;Negativo
@laramariani :( que que ele tem?;Negativo
@jjeonjungguk por isso já passou da hora de você dormir bebezinha :(;Negativo
me da nostalgia que se acabe la elsa :(;Negativo
que fofo :( https://t.co/svpZpzAl4q;Negativo
imagina o harry no Met pqp acho a cara dele esse evento, provavelmente o Alessandro chamou ele esse ano mas ele tava em tour :( CHAMA ELE NO ANO Q VEM;Negativo
minha brooke :( https://t.co/EdwRrRHRpz;Negativo
ABANDONADAAAAAAAAAAAAAA POR VCCCCCCCCC — KKKKKKKKKKKKKKKKK quem é? Vamo conversa tô calente :( https://t.co/1wnb2vskDi;Negativo
pq a janta sai tão tarde aqui em casa?? eu to cheia de sono mas não posso dormir sem jantar :(;Negativo
@_TiagoLuna :( ai meu coração ate doeu;Negativo
minha cabeça não para de doer :(;Negativo
@maisasilva E eu só queria uma viagemzinha pra Argentina :(;Negativo
@edisonlsm Eu to meio quietinho no meu canto aqui pelo mesmo motivo :(;Negativo
Eu to chorando, mano se ele morrer aaaa tomara q ele tenha mirado pro desgraçado e atirado nele e não em si msm :( https://t.co/IUVB1fi12F;Negativo
@bxbyfla Aiiii minha Rosa :( queria que jec parasse de estragar;Negativo
Mamãe so n pediu sushi hj pq n abrem dia de seg :(;Negativo
porque é que gajos com cabelo grande ficam tão lindos :(;Negativo
@MeuNomeePeixe Vai me fazer chorar essa hora da noite???? :(;Negativo
Nem fui pra academia hoje :(;Negativo
eu amo tanto vocês, meus anjos :( https://t.co/pK5cwPtncZ;Negativo
@haellas ahhh não é o mesmo que o meu :( o meu era tão legal mas fala pra ele que visual não tem cálculo! será que ele sabe?;Negativo
A semana nem começou direito, e eu já to caindo aos pedaços :(;Negativo
nada a ver, eu sinto falta de muitas pessoas mas eu não falo, ou chamo pq acho que sempre estou incomodando ah entendi... eu s... — poxa pfv :( https://t.co/9aOd8jEDej;Negativo
@kalliuminati Ô meu deus, que bonitinho! UAHAUHAUHAUHAUAHUAH Quantos anos ele tem? E sim, ela mesma. É a única guria entre meus sobrinhos, muito minha princesa. :( Tá, me dá um espaço. Vamos comer e assistir TV... Aliás, o que tu tá vendo aí?;Negativo
eu sinto muita saudade da minha amizade com o bruno mas nao consigo confiar nele :(;Negativo
não sou suficiente pra nada nem ninguém :(;Negativo
Eu tô muito triste, um gatinho de uma moradora daqui sumiu nas mesmas condições que foi com a minha :( agora eu imagino a dor que ela tá sentindo :( saudades baby sempre vou te amar :(;Negativo
@acatarinabs Muitas :((( siiiim abanar a rabaaaaa. Voltas quando?;Negativo
@moonsarfati aaaaaa meu amor ?? to bem sim princesa, só voltei das férias e acabo ficando o dia todo fora :(((;Negativo
@XXVLN Aaaaaa assim eu me apaixono!!! Meu sonho mesmo, te amo :(;Negativo
reclamo que não tenho 1 pessoinha na minha vida, mas eu n faço 1 esforço pra manter alguem, mesmo que eu queira muito nao consigo e isso é horrivel :(;Negativo
@hobimeuamor to me sentindo melhor agora iz, vou tentar me distrair mas obrigada :(;Negativo
@BrubsBallads Simmmmm, pra poder aproveitar as promos :((((;Negativo
cá estou eu revendo pela milésima vez meus stories da tmylm tour :( Sdds foi tão bom;Negativo
ah tenho saudades do bestie oh voltaaa :(;Negativo
@saintslu @Prettblack infelizmente meus comentários vão vir na reprise pq eu não vou conseguir ver :(;Negativo
@taehynj eu te amo, não esquece disso :(;Negativo
eu tô estudando a degradação e empobrecimento dos solos e tô quase chorando porque é MUITO triste ver que o homem é responsável pela maior parte desse desgaste :(;Negativo
Sarah é uma princesa, n merece o que tá passando! :( Essa entrevista p mim foi bem machista, Antônia culpou quase 100% a Letícia por "destruir uma família" sendo que o Jonathan tem a mesma ou mais parcela de culpa. Fora que nenhuma informação que a gente já não sabia. Mas valeu.;Negativo
@LoiraNoob Quero porém tô estudando agora :(;Negativo
o mt triste :(;Negativo
@Iexiezinha que nenem :((;Negativo
@SeriesBrasil a selena nem foi poxa queria tanto que ela tivesse ido :(;Negativo
@_gyoliveira Amor é de sobra bb , só vc que n tem amor pra me dar :(;Negativo
To sem comer desde a tarde.. Não posso nem contar como NF pq to tomei café com leite :(;Negativo
@pepepropst ata, desculpa :(;Negativo
meu telefone tá tão quebrado que nem sei mais :(;Negativo
@samolvr com uma frase consegue fazer eu me sentir trouxa novamente obg kkkkkkkkk :(;Negativo
Esqueci de poder aumentar o pipiu :(;Negativo
@alwaysyoupml jo não por favor tu és das melhores pessoas que eu conheço aqui tu mereces o mundo :( https://t.co/QOOXaCMfVY;Negativo
Alguma boa alma tuítera poderia me passar aquela foro do "vo procura o lemo vo mata o magnetico kkk"? Não encontro em lugar nenhum :(;Negativo
Queria tanto um album do loona :(;Negativo
@2peekaboo4you E quando a gente se ver vamo jogar switch ?? Só vc Seus "amigos" nao &gt;:(;Negativo
Aaaaaaa já acabou?? :( https://t.co/k0eLfMSamU;Negativo
@junggseokk eu amo esse dia :((;Negativo
Queria muito a minha irmã, mesmo com as brigas, ela era única que me dava amor de verdade :(;Negativo
@idaluibitch irmã como eu disse a vagabunda sempre espumou sobre meus posts eu podia falar da sunmi, tiffany, bp, rv, ele sempre xingava elas pra defender as gfriend :( morro na louca;Negativo
@_Jilovelystan alguém encheu minha soulmate de hate :(;Negativo
@fckpippin Vc é o meu tudo :((;Negativo
horrível ter que tomar algumas decisões ruins sozinha, aí aí :(;Negativo
@lealacagarpti Tenho saudades tuas :((((;Negativo
@desalinho Poxa :((( Que droga! Ei assinei porque minha irmã tem ha anos e nunca teve problema. Mas muita falta de respeito isso, hein. Espero muito que eu não tenha esse tipo de problema.;Negativo
@megsssss28 @joao_ricardo_vb Burra, eu nem namoro ctg ???? mas identifiquei o joao pq ele n tem essa experiência :(;Negativo
@eloatestoni @gabillp agr que vc senta longe de mim fico triste :(;Negativo
Tô com medo de dormir, pq daí eu já vou acordar na hora de ir de tirar sangue :(;Negativo
tenho prova de geografia e química amanhã, mas eu to insegura com química :((;Negativo
era o que eu precisava ouvir :(( https://t.co/FQno9Fa1zK;Negativo
Não consigo descrever o tamanho da minha triste ao pensar que há exatamente uma semana o Mike tava bem e correndo pela casa :(;Negativo
Nos últimos dias tenho tido a casa sempre cheia, agora estou a estranhar :(;Negativo
Que esto no acabe :( #jukilopunidos #fuerzaparajukilop;Negativo
queria :( https://t.co/jTD4DRjSFe;Negativo
@NinhaDesu Poxa ninja, passsndo doença pro namo é foda, fudeu o role de jogar pubg e cs hj :(;Negativo
penso a mesma coisa anjinho :( https://t.co/2BX1JCDFo9;Negativo
queria :(( https://t.co/Y1KAQtFq1h;Negativo
como prosseguir com uma amizade que só me faz mal :(;Negativo
@bbangtansonye me lembra do rj :(( eles cantaram no maracanã e eu bem pensei que a riri ia aparecer pq o chris gritou "COM VCS NOSSA AMIGA RIHANNA" aí foi so telão msm rs;Negativo
Queria tá comendo uma goiaba mas to aqui me estressando :(;Negativo
@strawhye nao faz isso anninha :( eu vou sentir tanta saudade;Negativo
@H_freire16 @leticsx @danmbitch_ dá vontade de te colar em mim :((;Negativo
@Luana_moura07 eu nao consigo ! :(;Negativo
@lulidiota essa da balada eu senti bem como é :((;Negativo
@isaoo__ @heeyt_orr @smirnoffislove @Guilher95708304 @bibblesbruna @shelovescntrl @bia_mituiwa @marcos_collet @mariacarani @dudaatavaress @larryisoulmate Poxaa :(( ai voce complica;Negativo
eu tenho muitas saudades das minhas meninas na ufam :(;Negativo
Ai mas os meus filhos são as coisinhas mais lindas do mundo mesmo :( https://t.co/X6H7fYpbPT;Negativo
@Gabi_Serafini @alohadbs ai queria muito ir tbbbb :(;Negativo
uma pessoa sempre gosta mais que a outra, infelizmente essa pessoa sou eu :(;Negativo
Namora? — Não :( https://t.co/PbRyVwGlVZ;Negativo
@ccbiazin a gente tá morrendo de saudade :(;Negativo
to vendo everything sucks, o luke é tãooooo fofinho :(;Negativo
Chega de frio :(;Negativo
@_vitoriacb @RubiaElise Eu num tenho ninguém pra me agarrar hauahauahai :(;Negativo
@deaithiago eu queria muito twettar "me amem menos" mas eu lembrei que sou flop então :(;Negativo
to tao tisti qria ir num rodízio encher o cu de pizza :(;Negativo
bom, acho que vou levar um livro nsndbbfb :(;Negativo
to triste, só queria abraçar a camila :(;Negativo
não vai pro colégio quando tá mal, fica em casa deitadinha bebendo água e descansando. não gosto de te ver tristinha. ?? — :( https://t.co/BpDwk7LD3F;Negativo
ela tá com tanta cara de adulta :(;Negativo
@ellethompson96 Aí mulher, acho que não :(;Negativo
Não quer fazer uma massagem nas costas da sua irmã mais velha? :( @97PCHS;Negativo
@LehRoseee @salvamegnr Poxa :( você não quer procurar algum centro de ajuda? Se cortar é algo sério. Eu sofri bullying por ser muito magra, por não ser “ bonita “ e me excluíam muito por isso. Mas ei, vc não tá soZinha! Se quiser conversar, me procura!;Negativo
@Estadao @estadaomoda Eu lá quero saber de tapete vermelho...enquanto isso no mundo real o Brasil afunda cada vez mais :(;Negativo
Eu só qria passar de ano kkk :(;Negativo
Queria alguém pra praticar inglês comigo :(;Negativo
As músicas que tocaram hoje só me fizeram lembrar do pessoal de Seia e das nossas festas e I miss them :(;Negativo
@CarolinaMarto2 @_rafaelafrazao E queria mas agr tou triste pq n me respondes :(;Negativo
@RhauanaBorges1 vdd ne? :( https://t.co/1uCIQ4FdKK;Negativo
Ela é linda pra kct pessoalmente então KKK eu sou uma piada :(;Negativo
apanhei escaldão :((;Negativo
as mais famosas da Tore são: Genesis, borderline e endless, o nome dela é Lucaya no spirit — eu não gosto do spirit :( mas vou tentar achar ela no wattpad https://t.co/u1SkuCKICz;Negativo
Recebi sim :( Onde seriam as suas férias ideais?;Negativo
@cnizersign tô longe de tu :(;Negativo
empatia é o caralho :((((( https://t.co/Afrkt06rvs;Negativo
@Barbosaa_ Eles jogaram mto mal af :(;Negativo
eu sou muito burra :(;Negativo
@ramoos_br @BuzzFeedBrasil eu to chorando muito kkjkkkk :( socorro;Negativo
meu dia foi tão ruim :( como foi o seu? — foi mais ou menos beh, torci meu joelho mas pelo menos consegui fazer um exercicio dificil do bal... https://t.co/hRh68ApdcV;Negativo
@larrysweetchild Se precisar de algm p desabafar sla, pode me chamar, msm eu sendo totalmente desconhecida, maaas eu sei cm é, queria poder te ajudar sério :( qualquer coisa me chama. forças...;Negativo
Tô achando eles tão lindinhos :( a falta de comunicação foi o que ferrou os dois antes e tbm etc mas agora eles estão se acertando;Negativo
@ccbiazin chegou perguntando de vc ontem :(;Negativo
@jhopwssy Pois é :(;Negativo
Queria fazer carinho em Gabriela :(;Negativo
tá quase começando e a Lauren não chegou, acho que ela não vai :( #VMAs;Negativo
Sou apaixonado por ti desde q entrei no Domm, te acho mt lindinha e legalll, mas já tomei uns 3 foras de tii :(?? — aii como assimmm https://t.co/rzOSiP6kSn;Negativo
Queria tanto minha @ p dormir cmg hj :(;Negativo
@esperan18614719 sempre, fortnite em primeiro lugar :(;Negativo
que dor :( https://t.co/w0bPcK5Uuh;Negativo
Saudade dos meus 15 anos, que saudade :(;Negativo
@badgalsimo Poooxa !! To com muita saudade de vocês :( Lá na Veiga eu conheço bastante gente mas não são do mesmo curso que eu, dai fico alone na sala;Negativo
@dwxon @cdanielkkk a conta eh fechada :(;Negativo
esse dia foi tão triste dps ele chorando pq viu os comentários ruins que as pessoas estavam fazendo :( https://t.co/1V3UROwtqd;Negativo
meu celular so quinta :(;Negativo
aí meu Deus :(;Negativo
Vai no bday da Letícia Cardoso? — não mais :( https://t.co/l72xuECiGE;Negativo
Wynonna lidando com o luto sou eu, todinha. :( #WynonnaEarp https://t.co/M5bv68ucIY;Negativo
saudades do meu amor Miguel :(;Negativo
literalmente arranco minha pele e depois fico reclamando de como meu rosto fica. :(;Negativo
com mais um diploma aaaa :( https://t.co/p6oIQiHrfW;Negativo
@nataliawerner_ Para :( chata , que saudadeeeeee caramba;Negativo
@oxxycs só de pensar em treino já me dá arrepio! hahaha :(;Negativo
acabou poliana :(;Negativo
@marisamonte E Belém? :(;Negativo
você me anima, as lembranças com você são as melhores. eu queria te agradecer por sempre estar presente, no caso quando n ta transando, você sempre me ajuda e sempre dá ums forma de nos manter unidos, fico tão feliz :( se eu pudesse eu casava com você. bem, eu te amo, muito.;Negativo
que tédiooo, ninguém conversa comigo nessa dm :(;Negativo
Pqp to 0 bem agora de noite :(;Negativo
eu tô com muita saudade dele! :(;Negativo
@Nata_Mig a :( BABA K;Negativo
vou dormir q é melhor :(;Negativo
@me___gui nem qr saber, quero ser esmagada por ti :((;Negativo
@umkila Ahh :(( mas obrigadaa;Negativo
@hoshikjs Obrigada por conversar comigo ):(;Negativo
Mas eu ñ acho que vai hitar na coreia :(;Negativo
@fckgziall mas vc não quer ir :(;Negativo
Tá pegando alguém? — Como ontem fez calor e hoje fez frio a unica coisa que eu vou pegar é gripe kkkkkkkkkkkkkkk :( https://t.co/BxL6vTdSYh;Negativo
@MEduadro na verdade eu to c sono :(;Negativo
@photgrphazz Ai que droga :(;Negativo
@K96CH gosto sim so nao tenho o habiro de usar :(;Negativo
eu só vou poder votar pra presidente :( q merda;Negativo
@NCTYTR4CK ai ent n tem pq n comprar icone os amigos dela sao uns tapados mas se ela te tratou bem compra aa :(;Negativo
Já fez 6 anos que esse ícone morreu :(;Negativo
@chronopoIis te amo saudade :(;Negativo
Saudades de quando eu realmente tinha razão pra ficar super empolgado pro VMA :( https://t.co/sS7lLcct91;Negativo
triste pq minhas favs do loona são hyunjin,vivi,haseul e yves.. 3 delas são flop tadinhas :( ja vi que vou sofrer com esse grupo;Negativo
@mylopylotos eu to chorando :( fica bem pf, sei que ela vai te observar e te amar pra sempre num lugarzinho maravilhoso &lt;3;Negativo
@Biah_2811 :(((((( aceita um abraço?;Negativo
@luavj Eu nunca fiz :(;Negativo
eu só queria uma conta da netflix pra assistir para todos os garotos que etc :(;Negativo
@onedrewxs Não sei :(( /Luís;Negativo
falem comigo :(((;Negativo
eu to com muita dor no meu braço :((;Negativo
ok tou tao arrependido :(((((( amo tanto esse fofinho de merda;Negativo
AL- você já foi meu ranço real mesmo,eu gsoto bastante de você,mesmo você sendo um grosso comigo :(;Negativo
PQ POXA :( — To brava https://t.co/eBgAAfsYxZ;Negativo
bateu vontade de comer frios :(;Negativo
@AllannaXx_ a meu amor :((((((;Negativo
Qr um namorado q queira tirar carta de mota e que jogue futebol p ir ver os jogos :(;Negativo
@beatrizzza_ É muito ruim pqp :(;Negativo
@juIiasiqueira :( amizade é complicado e n da ideia pra gente q n quer trocar ideias com vc ! É melhor pq vc fica estressando por gente q tá de boa e vc fica mal;Negativo
@koelolis eu tb!! :(( affff;Negativo
acabei de lembrar que preciso terminar o cap de matemática anão :(((;Negativo
ta foda querer dormir e tentar mas não conseguir :(:(;Negativo
@SorianoEvellyn Queria ter essa auto estima :(;Negativo
Rosa tá muito perdida, a minha bichinha :( #segundosol;Negativo
Esperando João chegar, mas eu to dormindo em pé :(!;Negativo
to triste mana :( mas calma, você pode vir p cá n é o fim do mundo estou c vc https://t.co/hl46zYhTM6;Negativo
nossa a iggy tá muito magrinha :(;Negativo
@LesbianJesusII que ruim :(;Negativo
@flaskbaek Ainda nao entendi pq apagou :(;Negativo
gente serio eu nao aguento mais ficar sentindo o meu coração disparado :(((;Negativo
sera que sou tao insuportavel assim &gt;:(;Negativo
